"customer_id","customer_name","age","product_id","product_name","category","order_id","ship_mode","sales"
"MG-17890","Michael Granlund",31,"FUR-CH-10004853","Global Managers Adjustable Task Chair  Storm","Furniture","CA-2015-146948","Standard Class","150.98"
"MG-17890","Michael Granlund",31,"OFF-EN-10000483","White Envelopes  White Envelopes with Clear Poly Window","Office Supplies","CA-2015-146948","Standard Class","137.25"
"MG-17890","Michael Granlund",31,"OFF-FA-10001332","Acco Bankers Clasps  5 3/4-Long","Office Supplies","CA-2015-146948","Standard Class","11.52"
"BF-11170","Ben Ferrer",19,"OFF-PA-10003790","Xerox 1991","Office Supplies","US-2015-113327","Second Class","18.272"
"BF-11170","Ben Ferrer",19,"OFF-PA-10003134","Xerox 1937","Office Supplies","US-2015-113327","Second Class","153.728"
"BF-11170","Ben Ferrer",19,"OFF-EN-10004459","Security-Tint Envelopes","Office Supplies","US-2015-113327","Second Class","12.224"
"BF-11170","Ben Ferrer",19,"TEC-AC-10003628","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","Technology","US-2015-113327","Second Class","167.944"
"MS-17770","Maxwell Schwartz",47,"TEC-PH-10004093","Panasonic Kx-TS550","Technology","CA-2015-135020","Standard Class","45.99"
"MS-17770","Maxwell Schwartz",47,"OFF-ST-10001490","Hot File 7-Pocket  Floor Stand","Office Supplies","CA-2015-135020","Standard Class","535.41"
"MS-17770","Maxwell Schwartz",47,"OFF-BI-10000605","Acco Pressboard Covers with Storage Hooks  9 1/2 x 11  Executive Red","Office Supplies","CA-2015-135020","Standard Class","6.096"
"MS-17770","Maxwell Schwartz",47,"OFF-PA-10004255","Xerox 219","Office Supplies","CA-2015-135020","Standard Class","45.36"
"JE-15745","Joel Eaton",25,"FUR-FU-10000023","Eldon Wave Desk Accessories","Furniture","US-2017-141852","Standard Class","47.12"
"HG-14965","Henry Goldwyn",32,"OFF-BI-10000285","XtraLife ClearVue Slant-D Ring Binders by Cardinal","Office Supplies","CA-2016-109407","Second Class","31.36"
"EP-13915","Emily Phan",38,"OFF-AR-10000588","Newell 345","Office Supplies","US-2017-165953","Standard Class","47.616"
"EP-13915","Emily Phan",38,"OFF-PA-10002250","Things To Do Today Pad","Office Supplies","US-2017-165953","Standard Class","23.48"
"GH-14410","Gary Hansen",42,"OFF-AP-10002457","Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red","Office Supplies","CA-2016-144540","Standard Class","62.79"
"GH-14410","Gary Hansen",42,"OFF-FA-10002763","Advantus Map Pennant Flags and Round Head Tacks","Office Supplies","CA-2016-144540","Standard Class","28.44"
"DS-13180","David Smith",41,"TEC-AC-10000109","Sony Micro Vault Click 16 GB USB 2.0 Flash Drive","Technology","CA-2015-159863","Second Class","134.376"
"TH-21550","Tracy Hopkins",48,"TEC-PH-10002415","Polycom VoiceStation 500 Conference phone","Technology","CA-2015-117800","Standard Class","589.9"
"TH-21550","Tracy Hopkins",48,"FUR-CH-10000785","Global Ergonomic Managers Chair","Furniture","CA-2015-117800","Standard Class","542.94"
"RM-19675","Robert Marley",57,"TEC-CO-10001449","Hewlett Packard LaserJet 3310 Copier","Technology","CA-2017-145219","First Class","2879.952"
"RM-19675","Robert Marley",57,"OFF-BI-10001670","Vinyl Sectional Post Binders","Office Supplies","CA-2017-145219","First Class","90.48"
"SF-20965","Sylvia Foulston",64,"OFF-ST-10001328","Personal Filing Tote with Lid  Black/Gray","Office Supplies","CA-2015-161214","Second Class","77.55"
"SO-20335","Sean O'Donnell",65,"OFF-SU-10001225","Staple remover","Office Supplies","CA-2017-147228","Standard Class","8.832"
"SO-20335","Sean O'Donnell",65,"OFF-PA-10000357","White Dual Perf Computer Printout Paper  2700 Sheets  1 Part  Heavyweight  20 lbs.  14 7/8 x 11","Office Supplies","CA-2017-147228","Standard Class","177.536"
"SO-20335","Sean O'Donnell",65,"OFF-ST-10000046","Fellowes Super Stor/Drawer Files","Office Supplies","CA-2017-147228","Standard Class","258.48"
"SO-20335","Sean O'Donnell",65,"FUR-FU-10000023","Eldon Wave Desk Accessories","Furniture","CA-2017-147228","Standard Class","14.136"
"CK-12760","Cyma Kinney",18,"OFF-ST-10003455","Tenex File Box  Personal Filing Tote with Lid  Black","Office Supplies","CA-2016-101336","Standard Class","77.55"
"CK-12760","Cyma Kinney",18,"OFF-ST-10000876","Eldon Simplefile Box Office","Office Supplies","CA-2016-101336","Standard Class","24.88"
"CK-12760","Cyma Kinney",18,"OFF-AR-10003582","Boston Electric Pencil Sharpener  Model 1818  Charcoal Black","Office Supplies","CA-2016-101336","Standard Class","140.75"
"CK-12760","Cyma Kinney",18,"OFF-ST-10004258","Portable Personal File Box","Office Supplies","CA-2016-101336","Standard Class","36.63"
"GA-14725","Guy Armstrong",32,"FUR-FU-10000719","DAX Cubicle Frames  8-1/2 x 11","Furniture","US-2015-126235","Same Day","17.14"
"BD-11725","Bruce Degenhardt",36,"OFF-LA-10001297","Avery 473","Office Supplies","CA-2017-168396","Second Class","51.75"
"BD-11725","Bruce Degenhardt",36,"FUR-FU-10000723","Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting","Furniture","CA-2017-168396","Second Class","123.96"
"DS-13180","David Smith",41,"FUR-BO-10003893","Sauder Camden County Collection Library","Furniture","CA-2015-130456","Standard Class","586.398"
"DS-13180","David Smith",41,"OFF-ST-10000736","Carina Double Wide Media Storage Towers in Natural & Black","Office Supplies","CA-2015-130456","Standard Class","80.98"
"BS-11380","Bill Stewart",53,"OFF-ST-10000736","Carina Double Wide Media Storage Towers in Natural & Black","Office Supplies","CA-2017-116288","Standard Class","242.94"
"AP-10915","Arthur Prichep",61,"OFF-AR-10003373","Boston School Pro Electric Pencil Sharpener  1670","Office Supplies","CA-2017-168228","First Class","123.92"
"AP-10915","Arthur Prichep",61,"OFF-AR-10000390","Newell Chalk Holder","Office Supplies","CA-2017-168228","First Class","12.39"
"AP-10915","Arthur Prichep",61,"OFF-AR-10001725","Boston Home & Office Model 2000 Electric Pencil Sharpeners","Office Supplies","CA-2017-168228","First Class","47.3"
"JF-15565","Jill Fjeld",36,"TEC-CO-10001943","Canon PC-428 Personal Copier","Technology","CA-2016-102162","Standard Class","1599.92"
"JF-15565","Jill Fjeld",36,"OFF-EN-10002312","#10 Self-Seal White Envelopes","Office Supplies","CA-2016-102162","Standard Class","11.09"
"HA-14905","Helen Abelman",58,"OFF-BI-10000831","Storex Flexible Poly Binders with Double Pockets","Office Supplies","CA-2017-130141","Second Class","3.168"
"HA-14905","Helen Abelman",58,"FUR-CH-10000749","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","Furniture","CA-2017-130141","Second Class","579.136"
"Co-12640","Corey-Lock",55,"OFF-BI-10002003","Ibico Presentation Index for Binding Systems","Office Supplies","CA-2015-147501","Standard Class","6.368"
"Co-12640","Corey-Lock",55,"TEC-MA-10001972","Okidata C331dn Printer","Technology","CA-2015-147501","Standard Class","558.4"
"BC-11125","Becky Castell",35,"FUR-CH-10000225","Global Geo Office Task Chair  Gray","Furniture","CA-2016-143910","Standard Class","145.764"
"EB-13840","Ellis Ballard",25,"OFF-PA-10001622","Ampad Poly Cover Wirebound Steno Book  6 x 9 Assorted Colors  Gregg Ruled","Office Supplies","CA-2014-146885","Standard Class","13.62"
"DB-13360","Dennis Bolton",41,"FUR-CH-10004983","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","Furniture","CA-2016-139556","Standard Class","434.646"
"KB-16585","Ken Black",67,"OFF-PA-10003228","Xerox 1917","Office Supplies","CA-2017-129357","Standard Class","440.19"
"KB-16585","Ken Black",67,"OFF-SU-10004498","Martin-Yale Premier Letter Opener","Office Supplies","CA-2017-129357","Standard Class","64.4"
"AH-10120","Adrian Hane",27,"OFF-PA-10001878","Xerox 1891","Office Supplies","CA-2017-150987","Standard Class","244.55"
"AH-10120","Adrian Hane",27,"OFF-PA-10002923","Xerox 1942","Office Supplies","CA-2017-150987","Standard Class","195.76"
"GH-14410","Gary Hansen",42,"OFF-PA-10001838","Adams Telephone Message Book W/Dividers/Space For Phone Numbers  5 1/4X8 1/2  300/Messages","Office Supplies","CA-2017-132647","Standard Class","11.76"
"GH-14410","Gary Hansen",42,"OFF-ST-10003123","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","Office Supplies","CA-2017-132647","Standard Class","166.45"
"KT-16480","Kean Thornton",51,"OFF-FA-10001332","Acco Bankers Clasps  5 3/4-Long","Office Supplies","CA-2017-159107","Second Class","2.88"
"KH-16330","Katharine Harms",66,"OFF-ST-10003442","Eldon Portable Mobile Manager","Office Supplies","CA-2014-160738","Standard Class","45.248"
"SV-20785","Stewart Visinsky",34,"OFF-AR-10001468","Sanford Prismacolor Professional Thick Lead Art Pencils  36-Color Set","Office Supplies","CA-2015-112130","Standard Class","59.904"
"SV-20785","Stewart Visinsky",34,"OFF-AP-10003266","Holmes Replacement Filter for HEPA Air Cleaner  Large Room","Office Supplies","CA-2015-112130","Standard Class","23.696"
"SV-20785","Stewart Visinsky",34,"OFF-PA-10002230","Xerox 1897","Office Supplies","CA-2015-112130","Standard Class","7.968"
"SV-20785","Stewart Visinsky",34,"OFF-AP-10003622","Bravo II Megaboss 12-Amp Hard Body Upright  Replacement Belts  2 Belts per Pack","Office Supplies","CA-2015-112130","Standard Class","18.2"
"SV-20785","Stewart Visinsky",34,"TEC-AC-10001542","SanDisk Cruzer 16 GB USB Flash Drive","Technology","CA-2015-112130","Standard Class","27.552"
"SV-20785","Stewart Visinsky",34,"FUR-CH-10002965","Global Leather Highback Executive Chair with Pneumatic Height Adjustment  Black","Furniture","CA-2015-112130","Standard Class","844.116"
"SV-20785","Stewart Visinsky",34,"OFF-ST-10000563","Fellowes Bankers Box Stor/Drawer Steel Plus","Office Supplies","CA-2015-112130","Standard Class","76.752"
"PO-18850","Patrick O'Brill",59,"OFF-LA-10002787","Avery 480","Office Supplies","CA-2016-111409","Standard Class","3"
"AC-10450","Amy Cox",46,"OFF-BI-10004022","Acco Suede Grain Vinyl Round Ring Binder","Office Supplies","CA-2016-116232","Standard Class","7.506"
"AC-10450","Amy Cox",46,"OFF-LA-10001158","Avery Address/Shipping Labels for Typewriters  4 x 2","Office Supplies","CA-2016-116232","Standard Class","16.56"
"KB-16585","Ken Black",67,"FUR-FU-10000076","24-Hour Round Wall Clock","Furniture","CA-2016-116547","Standard Class","79.92"
"KB-16585","Ken Black",67,"TEC-AC-10002335","Logitech Media Keyboard K200","Technology","CA-2016-116547","Standard Class","69.98"
"DB-13555","Dorothy Badders",58,"OFF-BI-10002827","Avery Durable Poly Binders","Office Supplies","US-2017-133200","Standard Class","11.06"
"DB-13555","Dorothy Badders",58,"FUR-BO-10001601","Sauder Mission Library with Doors  Fruitwood Finish","Furniture","US-2017-133200","Standard Class","623.4648"
"DB-13555","Dorothy Badders",58,"OFF-ST-10001932","Fellowes Staxonsteel Drawer Files","Office Supplies","US-2017-133200","Standard Class","772.68"
"KL-16645","Ken Lonsdale",43,"OFF-AP-10001005","Honeywell Quietcare HEPA Air Cleaner","Office Supplies","CA-2016-133550","Standard Class","283.14"
"KL-16645","Ken Lonsdale",43,"TEC-PH-10004042","ClearOne Communications CHAT 70 OC Speaker Phone","Technology","CA-2016-133550","Standard Class","635.96"
"KL-16645","Ken Lonsdale",43,"TEC-PH-10001079","Polycom SoundPoint Pro SE-225 Corded phone","Technology","CA-2016-133550","Standard Class","118.99"
"KL-16645","Ken Lonsdale",43,"FUR-FU-10002918","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","Furniture","CA-2016-133550","Standard Class","272.94"
"AG-10270","Alejandro Grove",18,"FUR-FU-10003832","Eldon Expressions Punched Metal & Wood Desk Accessories  Black & Cherry","Furniture","CA-2017-139416","Second Class","15.008"
"JF-15295","Jason Fortune-",59,"OFF-BI-10001617","GBC Wire Binding Combs","Office Supplies","CA-2014-114510","Standard Class","33.088"
"JF-15295","Jason Fortune-",59,"OFF-ST-10000736","Carina Double Wide Media Storage Towers in Natural & Black","Office Supplies","CA-2014-114510","Standard Class","80.98"
"JF-15295","Jason Fortune-",59,"TEC-AC-10004877","Imation 30456 USB Flash Drive 8GB","Technology","CA-2014-114510","Standard Class","82.8"
"JF-15295","Jason Fortune-",59,"OFF-ST-10003221","Staple magnet","Office Supplies","CA-2014-114510","Standard Class","21.36"
"JF-15295","Jason Fortune-",59,"OFF-BI-10003007","Premium Transparent Presentation Covers  No Pattern/Clear  8 1/2 x 11","Office Supplies","CA-2014-114510","Standard Class","62.048"
"RE-19450","Richard Eichhorn",30,"OFF-FA-10000936","Acco Hot Clips Clips to Go","Office Supplies","CA-2016-169215","Second Class","29.61"
"MV-18190","Mike Vittorini",66,"TEC-PH-10003811","Jabra Supreme Plus Driver Edition Headset","Technology","CA-2016-127698","Same Day","863.928"
"GB-14530","George Bell",41,"FUR-TA-10004152","Barricks 18 x 48 Non-Folding Utility Table with Bottom Storage Shelf","Furniture","CA-2016-159912","Standard Class","241.92"
"GB-14530","George Bell",41,"FUR-BO-10002853","OSullivan 5-Shelf Heavy-Duty Bookcases","Furniture","CA-2016-159912","Standard Class","163.88"
"GB-14530","George Bell",41,"OFF-BI-10002071","Fellowes Black Plastic Comb Bindings","Office Supplies","CA-2016-159912","Standard Class","3.486"
"GB-14530","George Bell",41,"OFF-FA-10000053","Revere Boxed Rubber Bands by Revere","Office Supplies","CA-2016-159912","Standard Class","10.584"
"HL-15040","Hunter Lopez",65,"TEC-PH-10001305","Panasonic KX TS208W Corded phone","Technology","CA-2016-101987","Standard Class","440.91"
"BP-11155","Becky Pak",46,"OFF-BI-10001525","Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Executive Red","Office Supplies","US-2017-154851","Standard Class","5.715"
"CT-11995","Carol Triggs",57,"FUR-FU-10001876","Computer Room Manger  14","Furniture","CA-2014-138681","First Class","51.968"
"CT-11995","Carol Triggs",57,"TEC-AC-10003628","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","Technology","CA-2014-138681","First Class","71.976"
"CT-11995","Carol Triggs",57,"FUR-CH-10004860","Global Low Back Tilter Chair","Furniture","CA-2014-138681","First Class","242.352"
"CT-11995","Carol Triggs",57,"OFF-PA-10000357","White Dual Perf Computer Printout Paper  2700 Sheets  1 Part  Heavyweight  20 lbs.  14 7/8 x 11","Office Supplies","CA-2014-138681","First Class","221.92"
"CT-11995","Carol Triggs",57,"OFF-PA-10003270","Xerox 1954","Office Supplies","CA-2014-138681","First Class","8.448"
"JL-15835","John Lee",57,"OFF-BI-10000320","GBC Plastic Binding Combs","Office Supplies","US-2015-138121","Same Day","29.52"
"JL-15835","John Lee",57,"FUR-CH-10003846","Hon Valutask Swivel Chairs","Furniture","US-2015-138121","Same Day","302.94"
"JL-15835","John Lee",57,"FUR-CH-10004875","Harbour Creations 67200 Series Stacking Chairs","Furniture","US-2015-138121","Same Day","142.36"
"JL-15835","John Lee",57,"FUR-CH-10003817","Global Value Steno Chair  Gray","Furniture","US-2015-138121","Same Day","546.66"
"JL-15835","John Lee",57,"FUR-FU-10002116","Tenex Carpeted  Granite-Look or Clear Contemporary Contour Shape Chair Mats","Furniture","US-2015-138121","Same Day","212.13"
"JK-16120","Julie Kriz",67,"OFF-AR-10003481","Newell 348","Office Supplies","CA-2017-140298","Standard Class","5.248"
"JK-16120","Julie Kriz",67,"OFF-ST-10004180","Safco Commercial Shelving","Office Supplies","CA-2017-140298","Standard Class","74.416"
"JK-16120","Julie Kriz",67,"OFF-PA-10003657","Xerox 1927","Office Supplies","CA-2017-140298","Standard Class","6.848"
"JK-16120","Julie Kriz",67,"FUR-FU-10001967","Telescoping Adjustable Floor Lamp","Furniture","CA-2017-140298","Standard Class","7.996"
"DH-13075","Dave Hallsten",58,"OFF-AP-10002082","Holmes HEPA Air Purifier","Office Supplies","CA-2016-166240","Standard Class","8.712"
"AG-10900","Arthur Gainer",56,"OFF-SU-10000381","Acme Forged Steel Scissors with Black Enamel Handles","Office Supplies","CA-2016-158435","First Class","65.17"
"AG-10900","Arthur Gainer",56,"OFF-LA-10002475","Avery 519","Office Supplies","CA-2016-158435","First Class","14.62"
"AG-10900","Arthur Gainer",56,"FUR-FU-10003975","Eldon Advantage Chair Mats for Low to Medium Pile Carpets","Furniture","CA-2016-158435","First Class","173.24"
"WB-21850","William Brown",38,"OFF-BI-10003091","GBC DocuBind TL200 Manual Binding Machine","Office Supplies","CA-2017-138149","First Class","895.92"
"WB-21850","William Brown",38,"OFF-ST-10002974","Trav-L-File Heavy-Duty Shuttle II  Black","Office Supplies","CA-2017-138149","First Class","130.71"
"WB-21850","William Brown",38,"OFF-AR-10000255","Newell 328","Office Supplies","CA-2017-138149","First Class","11.68"
"WB-21850","William Brown",38,"TEC-AC-10001284","Enermax Briskie RF Wireless Keyboard and Mouse Combo","Technology","CA-2017-138149","First Class","62.31"
"JO-15280","Jas O'Carroll",39,"OFF-BI-10003529","Avery Round Ring Poly Binders","Office Supplies","CA-2014-112403","Same Day","0.852"
"EJ-13720","Ed Jacobs",44,"OFF-PA-10000029","Xerox 224","Office Supplies","CA-2014-108273","Standard Class","36.288"
"EJ-13720","Ed Jacobs",44,"FUR-FU-10002116","Tenex Carpeted  Granite-Look or Clear Contemporary Contour Shape Chair Mats","Furniture","CA-2014-108273","Standard Class","56.568"
"AB-10105","Adrian Barton",63,"TEC-PH-10002200","Samsung Galaxy Note 2","Technology","CA-2017-121643","First Class","344.704"
"LT-16765","Larry Tron",42,"TEC-PH-10000441","VTech DS6151","Technology","US-2015-122910","Standard Class","201.584"
"CM-12655","Corinna Mitchell",33,"FUR-TA-10002958","Bevis Oval Conference Table  Walnut","Furniture","CA-2017-143126","Second Class","521.96"
"EM-13960","Eric Murdock",46,"OFF-AR-10001662","Rogers Handheld Barrel Pencil Sharpener","Office Supplies","CA-2015-129042","Standard Class","8.22"
"DJ-13420","Denny Joy",21,"OFF-PA-10004101","Xerox 1894","Office Supplies","CA-2015-109736","First Class","45.36"
"DE-13255","Deanra Eno",42,"OFF-ST-10002756","Tennsco Stur-D-Stor Boltless Shelving  5 Shelves  24 Deep  Sand","Office Supplies","CA-2015-142601","Second Class","947.17"
"DE-13255","Deanra Eno",42,"OFF-PA-10000483","Xerox 19","Office Supplies","CA-2015-142601","Second Class","61.96"
"NR-18550","Nick Radford",21,"FUR-TA-10002041","Bevis Round Conference Table Top  X-Base","Furniture","CA-2014-106229","Second Class","268.935"
"CK-12325","Christine Kargatis",53,"OFF-AR-10001166","Staples in misc. colors","Office Supplies","US-2017-135230","Standard Class","7.58"
"JF-15490","Jeremy Farry",38,"OFF-LA-10004345","Avery 493","Office Supplies","CA-2016-159653","Same Day","14.73"
"LB-16795","Laurel Beltran",18,"OFF-BI-10002852","Ibico Standard Transparent Covers","Office Supplies","CA-2016-131968","Standard Class","9.888"
"LB-16795","Laurel Beltran",18,"OFF-AP-10001058","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","Office Supplies","CA-2016-131968","Standard Class","671.544"
"MP-18175","Mike Pelletier",34,"OFF-ST-10003470","Tennsco Snap-Together Open Shelving Units  Starter Sets and Add-On Units","Office Supplies","CA-2014-119151","Second Class","1117.92"
"MP-18175","Mike Pelletier",34,"FUR-BO-10003159","Sauder Camden County Collection Libraries  Planked Cherry Finish","Furniture","CA-2014-119151","Second Class","275.952"
"LH-16900","Lena Hernandez",66,"OFF-BI-10003684","Wilson Jones Legal Size Ring Binders","Office Supplies","CA-2014-123323","Standard Class","123.144"
"SV-20935","Susan Vittorini",53,"TEC-AC-10000487","SanDisk Cruzer 4 GB USB Flash Drive","Technology","CA-2016-124681","Second Class","15.576"
"RB-19435","Richard Bierner",18,"OFF-PA-10001736","Xerox 1880","Office Supplies","US-2015-103996","Second Class","212.64"
"RB-19435","Richard Bierner",18,"OFF-PA-10001609","Tops Wirebound Message Log Books","Office Supplies","US-2015-103996","Second Class","9.87"
"RB-19435","Richard Bierner",18,"TEC-AC-10003116","Memorex Froggy Flash Drive 8 GB","Technology","US-2015-103996","Second Class","53.25"
"RB-19435","Richard Bierner",18,"FUR-FU-10004586","G.E. Longer-Life Indoor Recessed Floodlight Bulbs","Furniture","US-2015-103996","Second Class","19.92"
"Dl-13600","Dorris liebe",68,"FUR-CH-10000454","Hon Deluxe Fabric Upholstered Stacking Chairs  Rounded Back","Furniture","CA-2016-120530","Standard Class","658.746"
"PS-19045","Penelope Sewall",23,"OFF-BI-10004970","ACCOHIDE 3-Ring Binder  Blue  1","Office Supplies","CA-2015-155054","Standard Class","8.26"
"PS-19045","Penelope Sewall",23,"OFF-BI-10002824","Recycled Easel Ring Binders","Office Supplies","CA-2015-155054","Standard Class","29.84"
"PS-19045","Penelope Sewall",23,"TEC-AC-10003657","Lenovo 17-Key USB Numeric Keypad","Technology","CA-2015-155054","Standard Class","67.98"
"GT-14755","Guy Thornton",53,"OFF-LA-10003510","Avery 4027 File Folder Labels for Dot Matrix Printers  5000 Labels per Box  White","Office Supplies","CA-2015-105725","Standard Class","61.06"
"GT-14755","Guy Thornton",53,"FUR-TA-10001676","Hon 61000 Series Interactive Training Tables","Furniture","CA-2015-105725","Standard Class","35.544"
"CS-12355","Christine Sundaresam",63,"OFF-LA-10004853","Avery 483","Office Supplies","CA-2017-164364","Standard Class","9.96"
"CS-12355","Christine Sundaresam",63,"OFF-AR-10000315","Dixon Ticonderoga Maple Cedar Pencil  #2","Office Supplies","CA-2017-164364","Standard Class","9.21"
"CS-12355","Christine Sundaresam",63,"OFF-SU-10000381","Acme Forged Steel Scissors with Black Enamel Handles","Office Supplies","CA-2017-164364","Standard Class","27.93"
"JD-16060","Julia Dunbar",70,"OFF-FA-10002763","Advantus Map Pennant Flags and Round Head Tacks","Office Supplies","CA-2017-168123","Same Day","7.9"
"JD-16060","Julia Dunbar",70,"OFF-ST-10000877","Recycled Steel Personal File for Standard File Folders","Office Supplies","CA-2017-168123","Same Day","221.16"
"JD-16060","Julia Dunbar",70,"OFF-BI-10001071","GBC ProClick Punch Binding System","Office Supplies","CA-2017-168123","Same Day","127.96"
"JD-16060","Julia Dunbar",70,"OFF-BI-10001097","Avery Hole Reinforcements","Office Supplies","CA-2017-168123","Same Day","18.69"
"TS-21160","Theresa Swint",27,"OFF-SU-10004782","Elite 5 Scissors","Office Supplies","CA-2016-120005","Same Day","25.35"
"TS-21160","Theresa Swint",27,"FUR-FU-10000672","Executive Impressions 10 Spectator Wall Clock","Furniture","CA-2016-120005","Same Day","35.28"
"BV-11245","Benjamin Venier",46,"OFF-PA-10002986","Xerox 1898","Office Supplies","CA-2016-123526","First Class","33.4"
"DL-13495","Dionis Lloyd",52,"TEC-MA-10001972","Okidata C331dn Printer","Technology","CA-2016-127649","First Class","837.6"
"EB-13870","Emily Burns",34,"TEC-PH-10000169","ARKON Windshield Dashboard Air Vent Car Mount Holder","Technology","CA-2016-159989","Standard Class","40.68"
"ES-14020","Erica Smith",47,"FUR-CH-10001482","Office Star - Mesh Screen back chair with Vinyl seat","Furniture","CA-2017-103499","Standard Class","209.568"
"JB-15925","Joni Blumstein",25,"TEC-AC-10002018","AmazonBasics 3-Button USB Wired Mouse","Technology","US-2015-167220","Standard Class","22.368"
"SC-20380","Shahid Collister",68,"OFF-BI-10000301","GBC Instant Report Kit","Office Supplies","CA-2017-126354","Standard Class","3.882"
"SC-20380","Shahid Collister",68,"OFF-PA-10004381","14-7/8 x 11 Blue Bar Computer Printout Paper","Office Supplies","CA-2017-126354","Standard Class","115.296"
"EB-13870","Emily Burns",34,"OFF-BI-10004141","Insertable Tab Indexes For Data Binders","Office Supplies","CA-2017-169817","Standard Class","1.908"
"TC-21475","Tony Chapman",64,"OFF-BI-10001575","GBC Linen Binding Covers","Office Supplies","US-2017-144582","Standard Class","43.372"
"SG-20605","Speros Goranitis",69,"TEC-PH-10000984","Panasonic KX-TG9471B","Technology","CA-2014-121573","Standard Class","783.96"
"SG-20605","Speros Goranitis",69,"OFF-BI-10000666","Surelock Post Binders","Office Supplies","CA-2014-121573","Standard Class","48.896"
"SG-20605","Speros Goranitis",69,"OFF-BI-10003712","Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Light Blue","Office Supplies","CA-2014-121573","Standard Class","7.856"
"BM-11785","Bryan Mills",31,"OFF-LA-10003720","Avery 487","Office Supplies","CA-2016-117660","Standard Class","5.904"
"BM-11785","Bryan Mills",31,"OFF-SU-10001664","Acme Office Executive Series Stainless Steel Trimmers","Office Supplies","CA-2016-117660","Standard Class","13.712"
"NR-18550","Nick Radford",21,"OFF-EN-10001453","Tyvek Interoffice Envelopes  9 1/2 x 12 1/2  100/Box","Office Supplies","CA-2014-112851","Standard Class","182.94"
"PG-18820","Patrick Gardner",38,"OFF-AR-10001860","BIC Liqua Brite Liner","Office Supplies","CA-2017-123701","First Class","27.76"
"DB-13270","Deborah Brumfield",24,"OFF-AR-10001044","BOSTON Ranger #55 Pencil Sharpener  Black","Office Supplies","CA-2015-118227","Standard Class","25.99"
"NS-18640","Noel Staavos",37,"TEC-AC-10002473","Maxell 4.7GB DVD-R","Technology","CA-2015-123155","First Class","113.52"
"NS-18640","Noel Staavos",37,"TEC-PH-10001809","Panasonic KX T7736-B Digital phone","Technology","CA-2015-123155","First Class","359.88"
"CS-11860","Cari Schnelling",69,"OFF-PA-10004733","Things To Do Today Spiral Book","Office Supplies","CA-2017-158883","Same Day","25.344"
"CC-12430","Chuck Clark",66,"OFF-BI-10003355","Cardinal Holdit Business Card Pockets","Office Supplies","US-2016-114888","Second Class","11.952"
"CC-12430","Chuck Clark",66,"OFF-SU-10001212","Kleencut Forged Office Shears by Acme United Corporation","Office Supplies","US-2016-114888","Second Class","6.24"
"AC-10450","Amy Cox",46,"TEC-PH-10000486","Plantronics HL10 Handset Lifter","Technology","US-2014-167262","Second Class","742.336"
"CM-12385","Christopher Martinez",19,"FUR-FU-10004909","Contemporary Wood/Metal Frame","Furniture","CA-2017-119746","Standard Class","6.464"
"CM-12385","Christopher Martinez",19,"OFF-LA-10001613","Avery File Folder Labels","Office Supplies","CA-2017-119746","Standard Class","11.52"
"CM-12385","Christopher Martinez",19,"TEC-PH-10004447","Toshiba IPT2010-SD IP Telephone","Technology","CA-2017-119746","Standard Class","222.384"
"EK-13795","Eileen Kiefer",25,"OFF-AR-10000255","Newell 328","Office Supplies","CA-2017-108091","Standard Class","23.36"
"CK-12760","Cyma Kinney",18,"OFF-LA-10004425","Staple-on labels","Office Supplies","CA-2016-101630","Second Class","8.67"
"CK-12760","Cyma Kinney",18,"OFF-SU-10001664","Acme Office Executive Series Stainless Steel Trimmers","Office Supplies","CA-2016-101630","Second Class","25.71"
"PK-19075","Pete Kriz",46,"OFF-AP-10000696","Holmes Odor Grabber","Office Supplies","CA-2017-132346","Standard Class","100.94"
"MH-18025","Michelle Huthwaite",40,"FUR-CH-10002647","Situations Contoured Folding Chairs  4/Set","Furniture","CA-2014-150301","First Class","63.882"
"SC-20725","Steven Cartwright",28,"FUR-CH-10002758","Hon Deluxe Fabric Upholstered Stacking Chairs  Squared Back","Furniture","CA-2014-159310","Standard Class","683.144"
"SC-20725","Steven Cartwright",28,"OFF-BI-10000201","Avery Triangle Shaped Sheet Lifters  Black  2/Pack","Office Supplies","CA-2014-159310","Standard Class","1.476"
"SC-20725","Steven Cartwright",28,"OFF-SU-10004115","Acme Stainless Steel Office Snips","Office Supplies","CA-2014-159310","Standard Class","40.712"
"GB-14575","Giulietta Baptist",50,"OFF-PA-10000806","Xerox 1934","Office Supplies","US-2017-147984","Standard Class","279.9"
"IM-15070","Irene Maddox",66,"OFF-AR-10001473","Newell 313","Office Supplies","CA-2015-104346","Standard Class","13.12"
